,Relationship_Between_Fish_Brain_Weights_And_Body_Weights
1340,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1771&GenusName=Synodus&SpeciesName=saurus&fc=160
1341,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5398&GenusName=Synodus&SpeciesName=variegatus&fc=160
1342,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5776&GenusName=Taeniamia&SpeciesName=fucata&fc=304
1343,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5824&GenusName=Taenianotus&SpeciesName=triacanthus&fc=264
1344,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4899&GenusName=Taenioides&SpeciesName=cirratus&fc=405
1345,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23677&GenusName=Taenioides&SpeciesName=limicola&fc=405
1346,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5399&GenusName=Taeniura&SpeciesName=lymma&fc=20
1347,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8875&GenusName=Tanganicodus&SpeciesName=irsacae&fc=349
1348,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2738&GenusName=Tarletonbeania&SpeciesName=crenularis&fc=167
1349,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1361&GenusName=Taurulus&SpeciesName=bubalis&fc=277
1350,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10742&GenusName=Teixeirichthys&SpeciesName=jordani&fc=350
1351,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8888&GenusName=Telmatochromis&SpeciesName=temporalis&fc=349
1352,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4458&GenusName=Terapon&SpeciesName=jarbua&fc=299
1353,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7946&GenusName=Terapon&SpeciesName=puta&fc=299
1354,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25920&GenusName=Tetrapleurodon&SpeciesName=geminis&fc=1
1355,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3915&GenusName=Tetrapturus&SpeciesName=angustirostris&fc=419
1356,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8129&GenusName=Tetrosomus&SpeciesName=gibbosus&fc=446
1357,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5642&GenusName=Thalassoma&SpeciesName=amblycephalum&fc=362
1358,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3673&GenusName=Thalassoma&SpeciesName=bifasciatum&fc=362
1359,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7770&GenusName=Thalassoma&SpeciesName=duperrey&fc=362
1360,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8019&GenusName=Thalassoma&SpeciesName=hebraicum&fc=362
1361,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5644&GenusName=Thalassoma&SpeciesName=jansenii&fc=362
1362,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5645&GenusName=Thalassoma&SpeciesName=lunare&fc=362
1363,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5646&GenusName=Thalassoma&SpeciesName=lutescens&fc=362
1364,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5648&GenusName=Thalassoma&SpeciesName=quinquevittatum&fc=362
1365,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25787&GenusName=Thalassoma&SpeciesName=rueppellii&fc=362
1366,https://www.fishbase.de/physiology/BrainsDataList.php?ID=590&GenusName=Thryssa&SpeciesName=kammalensis&fc=454
1367,https://www.fishbase.de/physiology/BrainsDataList.php?ID=595&GenusName=Thryssa&SpeciesName=polybranchialis&fc=454
1368,https://www.fishbase.de/physiology/BrainsDataList.php?ID=143&GenusName=Thunnus&SpeciesName=albacares&fc=416
1369,https://www.fishbase.de/physiology/BrainsDataList.php?ID=147&GenusName=Thunnus&SpeciesName=thynnus&fc=416
1370,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7698&GenusName=Thyrsitoides&SpeciesName=marleyi&fc=414
1371,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5132&GenusName=Torpedo&SpeciesName=marmorata&fc=18
1372,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2062&GenusName=Torpedo&SpeciesName=torpedo&fc=18
1373,https://www.fishbase.de/physiology/BrainsDataList.php?ID=26639&GenusName=Torquigener&SpeciesName=flavimaculosus&fc=448
1374,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2724&GenusName=Trachinocephalus&SpeciesName=myops&fc=160
1375,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1773&GenusName=Trachinotus&SpeciesName=ovatus&fc=314
1376,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1363&GenusName=Trachinus&SpeciesName=draco&fc=377
1377,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1979&GenusName=Trachurus&SpeciesName=novaezelandiae&fc=314
1378,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1365&GenusName=Trachurus&SpeciesName=trachurus&fc=314
1379,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23123&GenusName=Trachyrhamphus&SpeciesName=serratus&fc=258
1380,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4556&GenusName=Trachyrincus&SpeciesName=scabrus&fc=185
1381,https://www.fishbase.de/physiology/BrainsDataList.php?ID=17286&GenusName=Trachyscorpia&SpeciesName=cristulata+echinata&fc=573
1382,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11223&GenusName=Tragulichthys&SpeciesName=jaculiferus&fc=449
1383,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8891&GenusName=Trematocara&SpeciesName=macrostoma&fc=349
1384,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8962&GenusName=Trematocara&SpeciesName=stigmaticum&fc=349
1385,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8963&GenusName=Trematocara&SpeciesName=unimaculatum&fc=349
1386,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4562&GenusName=Triacanthus&SpeciesName=biaculeatus&fc=444
1387,https://www.fishbase.de/physiology/BrainsDataList.php?ID=907&GenusName=Triaenodon&SpeciesName=obesus&fc=11
1388,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1288&GenusName=Trichiurus&SpeciesName=lepturus&fc=415
1389,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15886&GenusName=Tridentiger&SpeciesName=obscurus&fc=405
1390,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3899&GenusName=Tridentiger&SpeciesName=trigonocephalus&fc=405
1391,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5038&GenusName=Trigla&SpeciesName=lyra&fc=266
1392,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8970&GenusName=Triglachromis&SpeciesName=otostigma&fc=349
1393,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4146&GenusName=Triglops&SpeciesName=murrayi&fc=277
1394,https://www.fishbase.de/physiology/BrainsDataList.php?ID=28069&GenusName=Trimma&SpeciesName=avidori&fc=405
1395,https://www.fishbase.de/physiology/BrainsDataList.php?ID=28072&GenusName=Trimma&SpeciesName=mendelssohni&fc=405
1396,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7222&GenusName=Trimma&SpeciesName=okinawae&fc=405
1397,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7223&GenusName=Trimma&SpeciesName=striatum&fc=405
1398,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1023&GenusName=Trisopterus&SpeciesName=esmarkii&fc=183
1399,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1367&GenusName=Trisopterus&SpeciesName=luscus&fc=183
1400,https://www.fishbase.de/physiology/BrainsDataList.php?ID=481&GenusName=Trisopterus&SpeciesName=minutus&fc=183
1401,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8979&GenusName=Tropheus&SpeciesName=brichardi&fc=349
1402,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8982&GenusName=Tropheus&SpeciesName=moorii&fc=349
1403,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15439&GenusName=Trygonoptera&SpeciesName=testacea&fc=500
1404,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4897&GenusName=Trypauchen&SpeciesName=vagina&fc=405
1405,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25127&GenusName=Trypauchenichthys&SpeciesName=sumatrensis&fc=405
1406,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9135&GenusName=Tylochromis&SpeciesName=polylepis&fc=349
1407,https://www.fishbase.de/physiology/BrainsDataList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207
1408,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4670&GenusName=Umbra&SpeciesName=krameri&fc=75
1409,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10815&GenusName=Upeneus&SpeciesName=asymmetricus&fc=332
1410,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4445&GenusName=Upeneus&SpeciesName=sulphureus&fc=332
1411,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5995&GenusName=Upeneus&SpeciesName=taeniopterus&fc=332
1412,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5443&GenusName=Upeneus&SpeciesName=tragula&fc=332
1413,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4821&GenusName=Upeneus&SpeciesName=vittatus&fc=332
1414,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23147&GenusName=Urolophus&SpeciesName=cruciatus&fc=500
1415,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7246&GenusName=Valenciennea&SpeciesName=puellaris&fc=405
1416,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7227&GenusName=Valenciennea&SpeciesName=sexguttata&fc=405
1417,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6575&GenusName=Valenciennea&SpeciesName=strigata&fc=405
1418,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8743&GenusName=Variabilichromis&SpeciesName=moorii&fc=349
1419,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5354&GenusName=Variola&SpeciesName=louti&fc=289
1420,https://www.fishbase.de/physiology/BrainsDataList.php?ID=13766&GenusName=Xenisthmus&SpeciesName=polyzonatus&fc=536
1421,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5064&GenusName=Xenodermichthys&SpeciesName=copei&fc=86
1422,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5065&GenusName=Xenomystus&SpeciesName=nigri&fc=37
1423,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9165&GenusName=Xenotilapia&SpeciesName=boulengeri&fc=349
1424,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9173&GenusName=Xenotilapia&SpeciesName=flavipinnis&fc=349
1425,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8576&GenusName=Xenotilapia&SpeciesName=melanogenys&fc=349
1426,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9177&GenusName=Xenotilapia&SpeciesName=ochrogenys&fc=349
1427,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9178&GenusName=Xenotilapia&SpeciesName=ornatipinnis&fc=349
1428,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9181&GenusName=Xenotilapia&SpeciesName=spiloptera&fc=349
1429,https://www.fishbase.de/physiology/BrainsDataList.php?ID=226&GenusName=Xiphias&SpeciesName=gladius&fc=417
1430,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7152&GenusName=Zanclorhynchus&SpeciesName=spinifer&fc=275
1431,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5950&GenusName=Zanclus&SpeciesName=cornutus&fc=520
1432,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6018&GenusName=Zebrasoma&SpeciesName=flavescens&fc=412
1433,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5951&GenusName=Zebrasoma&SpeciesName=scopas&fc=412
1434,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1266&GenusName=Zebrasoma&SpeciesName=velifer&fc=412
1435,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12023&GenusName=Zebrasoma&SpeciesName=xanthurum&fc=412
1436,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1370&GenusName=Zeus&SpeciesName=faber&fc=249
