name,Brain weight (mg),SL (cm),TL (cm),speed,Oxygen Consumption at 20°C,Weight,predators
Notemigonus crysoleucas,,,,,1026.85,,"['Micropterus salmoides', 'Morone saxatilis', 'Dolomedes tenebrosus']"
Notesthes robusta,,,,,,,
Nothobranchius bojiensis,,,,,,,
Nothobranchius capriviensis,,,,,,,
Nothobranchius cardinalis,,,,,,,
Nothobranchius elongatus,,,,,,,
Nothobranchius furzeri,,,,,,,
Nothobranchius guentheri,,,,,,,
Nothobranchius interruptus,,,,,,,
Nothobranchius jubbi,,,,,,,
Nothobranchius kafuensis,,,,,,,
Nothobranchius kirki,,,,,,,
Nothobranchius melanospilus,,,,,,,
Nothobranchius microlepis,,,,,,,
Nothobranchius orthonotus,,,,,,,
Nothobranchius palmqvisti,,,,,,,
Nothobranchius patrizii,,,,,,,
Nothobranchius rachovii,,,,,,,
Nothobranchius robustus,,,,,,,
Nothobranchius taeniopygus,,,,,,,
Nothobranchius thierryi,,,,,,,
Nothobranchius ugandensis,,,,,,,
Nothobranchius vosseleri,,,,,,,
Nothobranchius willerti,,,,,,,
Notholebias minimus,,,,,,,
Nothonotus aquali,,,,,,,
Nothonotus microlepidus,,,,,,,
Nothonotus sanguifluus,,,,,,,
Nothonotus starnesi,,,,,,,
Notiocampus ruber,,,,,,,
Notocetichthys trunovi,,,,,,,
Notocirrhitus splendens,,,,,,,
Notoclinops caerulepunctus,,,,,,,
Notoclinops segmentatus,,,,,,,
Notoclinops yaldwyni,,,,,,,
Notoclinus compressus,,,,,,,
Notoclinus fenestratus,,,,,,,
Notoglanidium macrostoma,,,,,,,
Notoglanidium walkeri,,,,,,,
Notograptus gregoryi,,,,,,,
Notograptus guttatus,,,,,,,
Notolabrus celidotus,,,,,,,['Zeus faber']
Notolabrus cinctus,,,,,,,
Notolabrus fucicola,,,,,,,
Notolabrus gymnogenis,,,,,,,
Notolabrus inscriptus,,,,,,,
Notolabrus parilus,,,,,,,
Notolabrus tetricus,,,,,,,
Notolepis annulata,,,,,,,
Notolepis coatsi,,,,,,,"['Anotopterus vorax', 'Gymnodraco acuticeps']"
Notoliparis kurchatovi,,,,,,,
Notoliparis macquariensis,,,,,,,
Notolychnus valdiviae,,,,,,,['Astronesthes similus']
Notomuraenobathys microcephalus,,,,,,,
Notophycis marginata,,,,,,,"['Mancopsetta maculata maculata', 'Neoachiropsetta milfordi', 'Cyttus traversi', 'Micromesistius australis', 'Genypterus blacodes', 'Helicolenus percoides', 'Macruronus novaezelandiae']"
Notopogon fernandezianus,,,,,,,
Notopogon lilliei,,,,,,,
Notopogon macrosolen,,,,,,,
Notopogon xenosoma,,,,,,,
Notopterus notopterus,,,,,,,
Notoraja alisae,,,,,,,
Notoraja azurea,,,,,,,
Notoraja hirticauda,,,,,,,
Notoraja martinezi,,,,,,,
Notoraja ochroderma,,,,,,,
Notoraja sapphira,,,,,,,
Notoraja sereti,,,,,,,
Notoraja sticta,,,,,,,
Notoraja tobitukai,,,,,,,
Notorynchus cepedianus,5700.0,,,,,22170.0,['Notorynchus cepedianus']
Notoscopelus bolini,,,,,,,['Beryx splendens']
Notoscopelus caudispinosus,75.6,,,,,9.0,
Notoscopelus japonicus,,,,,,,['fur seal']
Notoscopelus kroyeri,,,,,,,"['Coryphaenoides rupestris', 'Reinhardtius hippoglossoides']"
Notoscopelus resplendens,,,,,,,"['Lagenodelphis hosei', 'Stenella attenuata', 'Stenella longirostris']"
Notothenia angustata,,,,,,,
Notothenia coriiceps,,,,,,,['Phalacrocorax atriceps']
Notothenia cyanobrancha,,,,,636.7,,['Diomedea melanophrys']
Notothenia microlepidota,,,,,,,
Notothenia neglecta,,,,,266.3,,
Notothenia rossii,928.75,45.63333333333333,,,533.5,1880.0,['Diomedea melanophrys']
Nototheniops larseni,,,,,,,"['Parachaenichthys georgianus', 'Muraenolepis microps', 'Notothenia rossii', 'Patagonotothen brevicauda', 'Trematomus hansoni', 'Arctocephalus gazella', 'Chaenocephalus aceratus', 'Pseudochaenichthys georgianus', 'Champsocephalus gunnari']"
Notropis aguirrepequenoi,,,,,,,
Notropis albizonatus,,,,,,,
Notropis alborus,,,,,,,
Notropis altipinnis,,,,,,,
Notropis amabilis,,,,,,,
Notropis amecae,,,,,,,
Notropis ammophilus,,,,,,,
Notropis amoenus,,,,,,,
Notropis anogenus,,,,,,,
Notropis ariommus,,,,,,,
Notropis asperifrons,,,,,,,
Notropis atherinoides,,,,,,,"['Lota lota', 'Stizostedion vitreum', 'Salvelinus namaycush', 'Sander vitreus']"
Notropis atrocaudalis,,,,,,,
Notropis aulidion,,,,,,,
Notropis baileyi,,,,,,,
Notropis bairdi,,,,,,,
Notropis bifrenatus,,,,,,,
Notropis blennius,,,,,,,
Notropis boops,,,,,,,
Notropis boucardi,,,,,,,
Notropis braytoni,,,,,,,
Notropis buccatus,,,,,,,
Notropis buccula,,,,,,,
Notropis buchanani,,,,,,,['Pylodictis olivaris']
Notropis cahabae,,,,,,,
Notropis calabazas,,,,,,,
Notropis calientis,,,,,,,
Notropis candidus,,,,,,,
Notropis chalybaeus,,,,,,,
Notropis chihuahua,,,,,,,
Notropis chiliticus,,,,,,,
Notropis chlorocephalus,,,,,,,
Notropis chrosomus,,,,,,,
Notropis cumingii,,,,,,,
Notropis cummingsae,,,,,,,
Notropis dorsalis,,,,,,,
Notropis edwardraneyi,,,,,,,
Notropis girardi,,,,,,,
Notropis grandis,,,,,,,
Notropis greenei,,,,,,,
Notropis harperi,,,,,,,
Notropis heterodon,,,,,,,
Notropis heterolepis,,,,,,,
Notropis hudsonius,,,,,,,"['Acanthocyclops vernalis', 'Diacyclops thomasi', 'Esox lucius', 'Stizostedion vitreum', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Oncorhynchus tshawytscha', 'Salmo trutta trutta', 'Salvelinus namaycush', 'Sander vitreus', 'Pomatomus saltator']"
Notropis hypsilepis,,,,,,,
Notropis imeldae,,,,,,,
Notropis jemezanus,,,,,,,
Notropis leuciodus,,,,,,,
Notropis longirostris,,,,,,,
Notropis lutipinnis,,,,,,,
Notropis maculatus,,,,,,,
Notropis marhabatiensis,,,,,,,
Notropis mekistocholas,,,,,,,
Notropis melanostomus,,,,,,,
Notropis micropteryx,,,,,,,
Notropis moralesi,,,,,,,
Notropis nazas,,,,,,,
Notropis nubilus,,,,,,,
Notropis orca,,,,,,,
Notropis ortenburgeri,,,,,,,
Notropis oxyrhynchus,,,,,,,
Notropis ozarcanus,,,,,,,
Notropis percobromus,,,,,,,
Notropis perpallidus,,,,,,,
Notropis petersoni,,,,,,,
Notropis photogenis,,,,,,,
Notropis potteri,,,,,,,
Notropis procne,,,,,,,
Notropis rafinesquei,,,,,,,
Notropis rubellus,,,,,,,
Notropis rubricroceus,,,,,,,
Notropis rupestris,,,,,,,
Notropis sabinae,,,,,,,
Notropis saladonis,,,,,,,
Notropis scabriceps,,,,,,,
Notropis scepticus,,,,,,,
Notropis semperasper,,,,,,,
Notropis shumardi,,,,,,,
Notropis simus,,,,,,,
Notropis spectrunculus,,,,,,,
Notropis stilbius,,,,,,,
Notropis stramineus,,,,,,,['Pylodictis olivaris']
Notropis suttkusi,,,,,,,
Notropis telescopus,,,,,,,
Notropis texanus,,,,,,,
Notropis topeka,,,,,,,
Notropis tropicus,,,,,,,
Notropis uranoscopus,,,,,,,
Notropis volucellus,,,,,,,
Notropis wickliffi,,,,,,,
Notropis xaenocephalus,,,,,,,
Noturus albater,,,,,,,
Noturus baileyi,,,,,,,
Noturus crypticus,,,,,,,
Noturus elegans,,,,,,,
Noturus eleutherus,,,,,,,
Noturus exilis,,,,,,,
Noturus fasciatus,,,,,,,
Noturus flavater,,,,,,,
Noturus flavipinnis,,,,,,,
Noturus flavus,88.0,,,,,23.2,['Pylodictis olivaris']
Noturus funebris,,,,,,,
Noturus furiosus,,,,,,,
Noturus gilberti,,,,,,,
Noturus gladiator,,,,,,,
Noturus gyrinus,,,,,,,
Noturus hildebrandi,,,,,,,
Noturus insignis,,,,,,,
Noturus lachneri,,,,,,,
Noturus leptacanthus,,,,,,,
Noturus maydeni,,,,,,,
Noturus miurus,,,,,,,
Noturus munitus,,,,,,,
Noturus nocturnus,,,,,,,['Pylodictis olivaris']
Noturus phaeus,,,,,,,
Noturus placidus,,,,,,,
Noturus stanauli,,,,,,,
Noturus stigmosus,,,,,,,
Noturus taylori,,,,,,,
Noturus trautmani,,,,,,,
Novaculichthys taeniourus,,,,,,,
Novaculoides macrolepidotus,,,,,,,
Novaculops alvheimi,,,,,,,
Novaculops halsteadi,,,,,,,
Novaculops koteamea,,,,,,,
Novaculops pastellus,,,,,,,
Novaculops sciistius,,,,,,,
Novaculops woodi,,,,,,,
Novumbra hubbsi,,,,,,,
Nuchequula blochii,,,,,,,['Saurida tumbil']
Nuchequula flavaxilla,,,,,,,
Nuchequula gerreoides,,,,,,,
Nuchequula glenysae,,,,,,,
Nuchequula nuchalis,,,,,,,['Euthynnus affinis']
Nudiantennarius subteres,,,,,,,
Nyassachromis boadzulu,,,,,,,
Nyassachromis breviceps,,,,,,,
Nyassachromis leuciscus,,,,,,,
Nyassachromis microcephalus,,,,,,,
Nyassachromis nigritaeniatus,,,,,,,
Nyassachromis prostoma,,,,,,,
Nyassachromis purpurans,,,,,,,
Nyassachromis serenus,,,,,,,
Oblada melanura,633.0,25.0,30.5,,,325.0,['Oblada melanura']
Occella dodecaedron,,,,,,,['Megalocottus platycephalus']
Occidentarius platypogon,,,,,,,
Ocosia apia,,,,,,,
Ocosia sphex,,,,,,,
Ocosia zaspilota,,,,,,,
Ocyurus chrysurus,940.0,,,,,255.0,"['Caranx bartholomaei', 'Scomberomorus cavalla', 'Epinephelus striatus', 'Sphyraena barracuda']"
Odax cyanoallix,,,,,,,
Odax pullus,,,,,,,
Odaxothrissa ansorgii,,,,,,,
Odaxothrissa losera,,,,,,,
Odaxothrissa mento,,,,,,,['Cynothrissa mento']
Odondebuenia balearica,,,,,,,
Odontamblyopus rubicundus,17.9,,,,,16.7,
Odontanthias borbonius,,,,,,,
Odontanthias caudicinctus,,,,,,,
Odontanthias fuscipinnis,,,,,,,
Odontanthias randalli,,,,,,,
Odontaspis ferox,,,,,,,
Odontaspis noronhai,,,,,,,
Odonteleotris macrodon,,,,,,,
Odontesthes bonariensis,,,,,,,
Odontesthes humensis,,,,,,,
Odontesthes incisa,,,,,,,
Odontesthes mirinensis,,,,,,,
Odontesthes perugiae,,,,,,,
Odontesthes platensis,,,,,,,
Odontesthes regia,,,,,,,"['Pinguipes chilensis', 'Hemilutjanus macrophthalmos']"
Odontesthes retropinnis,,,,,,,
Odontesthes smitti,,,,,,,
Odontocharacidium aphanes,,,,,,,
Odontognathus compressus,,,,,,,
Odontognathus mucronatus,,,,,,,
Odontognathus panamensis,,,,,,,
Odontomacrurus murrayi,,,,,,,['Beryx decadactylus']
Odontopyxis trispinosa,,,,,,,
Odontoscion dentex,,,,,,,['Mycteroperca tigris']
Odontoscion eurymesops,,,,,,,
Odontoscion xanthops,,,,,,,
Odontostilbe dialeptura,,,,,,,
Odontostilbe pequira,,,,,,,
Odontostomops normalops,,,,,,,
Odonus niger,786.0,22.0,32.0,,62.4,1045.0,
Oedalechilus labeo,,,,,,,
Ogcocephalus corniger,,,,,,,
Ogcocephalus cubifrons,,,,,,,
Ogcocephalus darwini,,,,,,,
Ogcocephalus declivirostris,,,,,,,
Ogcocephalus nasutus,,,,,,,
Ogcocephalus pantostictus,,,,,,,
Ogcocephalus parvus,,,,,,,
Ogcocephalus pumilus,,,,,,,
Ogcocephalus radiatus,,,,,,,
Ogcocephalus rostellum,,,,,,,
Ogcocephalus vespertilio,,,,,,,
Ogilbia boehlkei,,,,,,,
Ogilbia boydwalkeri,,,,,,,
Ogilbia cayorum,,,,,,,
Ogilbia cocoensis,,,,,,,
Ogilbia davidsmithi,,,,,,,
Ogilbia deroyi,,,,,,,
Ogilbia galapagosensis,,,,,,,
Ogilbia jeffwilliamsi,,,,,,,
Ogilbia jewettae,,,,,,,
Ogilbia mccoskeri,,,,,,,
Ogilbia nigromarginata,,,,,,,
Ogilbia nudiceps,,,,,,,
Ogilbia robertsoni,,,,,,,
Ogilbia sabaji,,,,,,,
Ogilbia sedorae,,,,,,,
Ogilbia suarezae,,,,,,,
Ogilbia tyleri,,,,,,,
Ogilbia ventralis,,,,,,,
Ogilbichthys ferocis,,,,,,,
Ogilbichthys haitiensis,,,,,,,
Ogilbichthys kakuki,,,,,,,
Ogilbichthys longimanus,,,,,,,
Ogilbichthys microphthalmus,,,,,,,
Ogilbichthys puertoricoensis,,,,,,,
Ogilbichthys tobagoensis,,,,,,,
Ogilbyina novaehollandiae,,,,,,,
Ogilbyina queenslandiae,,,,,,,
Okamejei acutispina,,,,,,,
Okamejei arafurensis,,,,,,,
Okamejei boesemani,,,,,,,
Okamejei cairae,,,,,,,
Okamejei heemstrai,,,,,,,
Okamejei hollandi,,,,,,,
Okamejei kenojei,,,,,,,
Okamejei leptoura,,,,,,,
Okamejei meerdervoortii,,,,,,,
Okamejei ornata,,,,,,,
Okamejei schmidti,,,,,,,
Oligocottus maculosus,,,,,,,
Oligocottus rimensis,,,,,,,
Oligocottus rubellio,,,,,,,
Oligocottus snyderi,,,,,,,
Oligolepis acutipennis,,,,,109.07,,
Oligolepis keiensis,,,,,,,
Oligoplites altus,,,,,,,
Oligoplites palometa,,,,,,,
Oligoplites refulgens,,,,,,,
Oligoplites saliens,,,,,,,
Oligoplites saurus,,,,,,,
Oligosarcus hepsetus,,,,,,,
Oligosarcus jenynsii,,,,,,,
Oligosarcus platensis,,,,,,,
Oliotius oligolepis,,,,,,,
Olisthops cyanomelas,,,,,,,
Olivaichthys viedmensis,,,,,,,
Oloplotosus luteus,,,,,,,
Oloplotosus mariae,,,,,,,
Oloplotosus torobo,,,,,,,
Olyra burmanica,,,,,,,
Olyra horae,,,,,,,
Olyra longicaudata,,,,,,,
Oman ypsilon,,,,,,,
Omegophora armilla,,,,,,,
Omegophora cyanopunctata,,,,,,,
Omobranchus anolius,,,,,,,
Omobranchus banditus,,,,,,,
Omobranchus elongatus,,,,,,,
Omobranchus fasciolatus,,,,,,,
Omobranchus ferox,,,,,,,
Omobranchus germaini,,,,,,,
Omobranchus mekranensis,,,,,,,
Omobranchus obliquus,,,,,,,
Omobranchus punctatus,,,,,,,
Omobranchus robertsi,,,,,,,
Omobranchus rotundiceps,,,,,,,
Omobranchus verticalis,,,,,,,
Omobranchus woodi,,,,,,,
Omobranchus zebra,,,,,,,
Omosudis lowii,58.3,,,,,60.0,"['Alepisaurus ferox', 'Thunnus alalunga', 'Thunnus albacares', 'Thunnus obesus']"
Omox biporos,4.2,3.4,3.9,,,0.2,
Omox lupus,,,,,,,
Ompok bimaculatus,,,,,,,
Ompok eugeneiatus,,,,,,,
Ompok malabaricus,,,,,,,
Ompok pabda,,,,,,,['Channa punctata']
Ompok pabo,,,,,,,
Ompok pinnatus,,,,,,,
Ompok siluroides,,,,,,,
Oncopterus darwinii,,,,,,,
Oncorhynchus aguabonita,,,,,,,
Oncorhynchus apache,,,,,,,
Oncorhynchus chrysogaster,,,,,,,
Oncorhynchus clarkii,,,,,,,"['Phoca vitulina', 'unidentified squawfish', 'Oncorhynchus clarki', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss']"
Oncorhynchus formosanus,,,,,,,
Oncorhynchus gilae,,,,,,,
Oncorhynchus gorbuscha,,,,0.61,1875.4,,"['Oncorhynchus mykiss', 'Alepisaurus ferox', 'Lamna ditropis', 'Anotopterus nikparini', 'Balaenoptera acutorostrata', 'Cottus aleuticus', 'Cottus asper', 'Unidentified squawfish.', 'unidentified mergansers', 'Megalocottus platycephalus', 'unidentified', 'Osmerus mordax dentex', 'Platichthys stellatus', 'Oncorhynchus clarki', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Salvelinus leucomaenis leucomaenis', 'Salvelinus malma malma', 'unidentified', 'unidentified']"
Oncorhynchus iwame,,,,,,,
Oncorhynchus keta,,,,,,,"['Anotopterus pharao', 'unidentified', 'unidentified', 'unidentified', 'unidentified', 'unidentified', 'unidentified', 'unidentified', 'Larus crassirostris', 'Larus schistisagus', 'Cottus aleuticus', 'Cottus asper', 'Tribolodon hakonensis', 'unidentified squawfish', 'Platichthys stellatus', 'Oncorhynchus clarki', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Salvelinus malma malma', 'unidentified', 'unidentified']"
Oncorhynchus kisutch,,,,1.0325,1448.328571428571,,"['Orcinus orca', 'Prosopium williamsoni', 'Balaenoptera acutorostrata', 'unidentified squawfish', 'Phoca vitulina', 'Hippoglossus stenolepis', 'Oncorhynchus clarki', 'Oncorhynchus mykiss', 'Salvelinus malma', 'unidentified sculpin']"
Oncorhynchus masou,,,,,,,['Anotopterus pharao']
Oncorhynchus mykiss,430.8,,,1.5236842105263158,461.2760667903528,680.1600000000002,"['Ichthyomyzon castaneus', 'Petromyzon marinus', 'Micropterus salmoides', 'Ptychocheilus grandis', 'Ptychocheilus oregonensis', 'Phoca vitulina', 'Dolomedes sp.']"
Oncorhynchus nerka,,,,0.621,479.7892473118279,,"['Coregonus clupeaformis', 'Salvelinus alpinus', 'Salvelinus malma malma', 'Phoca vitulina', 'Salvelinus alpinus', 'Anotopterus pharao', 'unidentified squawfish', 'Oncorhynchus clarki', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Salvelinus malma malma']"
Oncorhynchus rhodurus,,,,,,,
Oncorhynchus tshawytscha,,,,0.635,246.6,,"['Micropterus salmoides', 'Ptychocheilus oregonensis', 'Somniosus pacificus', 'Morone saxatilis', 'Sander vitreus', 'Phoca vitulina', 'Megalocottus platycephalus', 'Oncorhynchus clarki', 'Oncorhynchus mykiss', 'Salvelinus malma malma', 'Oncorhynchus kisutch']"
Oneirodes acanthias,,,,,60.8,,
Oneirodes bulbosus,,,,,,,
Oneirodes epithales,,,,,,,
Oneirodes eschrichtii,,,,,,,
Oneirodes kreffti,,,,,,,
Oneirodes notius,,,,,,,
Oneirodes sabex,,,,,,,
Oneirodes thompsoni,,,,,,,
Onigocia bimaculata,,,,,,,
Onigocia lacrimalis,,,,,,,
Onigocia macrolepis,,,,,,,
Onigocia oligolepis,,,,,,,
Onigocia pedimacula,,,,,,,
Onigocia spinosa,,,,,,,
Onuxodon fowleri,,,,,,,
Onuxodon margaritiferae,,,,,,,
Onuxodon parvibrachium,,,,,,,
Onychostoma alticorpus,,,,,,,
Onychostoma barbatulum,,,,,,,
Onychostoma krongnoensis,,,,,,,
Oostethus insularis,,,,,,,
Ophichthus altipennis,,,,,,,
Ophichthus apachus,,,,,,,
Ophichthus aphotistos,,,,,,,
Ophichthus apicalis,,,,,,,
Ophichthus bicolor,,,,,,,
Ophichthus bonaparti,,,,,,,
Ophichthus brevirostris,,,,,,,
Ophichthus cephalozona,,,,,,,
Ophichthus cruentifer,,,,,,,"['Carcharhinus plumbeus', 'Pomatomus saltatrix', 'Raja garmani', 'Menticirrhus saxatilis', 'Scophthalmus aquosus', 'Centropristis striata', 'Mustelus canis']"
Ophichthus cylindroideus,,,,,,,
Ophichthus erabo,,,,,,,
Ophichthus fowleri,,,,,,,
Ophichthus frontalis,,,,,,,
Ophichthus gomesii,,,,,,,
Ophichthus grandoculis,,,,,,,
Ophichthus hyposagmatus,,,,,,,
Ophichthus lithinus,,,,,,,
Ophichthus longipenis,,,,,,,
Ophichthus macrochir,,,,,,,
Ophichthus marginatus,,,,,,,
Ophichthus mecopterus,,,,,,,
Ophichthus melanoporus,,,,,,,
Ophichthus omorgmus,,,,,,,
Ophichthus ophis,,,,,,,
Ophichthus polyophthalmus,,,,,,,
Ophichthus puncticeps,,,,,,,
Ophichthus remiger,,,,,,,
Ophichthus rex,,,,,,,
Ophichthus rufus,,,,,,,
Ophichthus rutidoderma,,,,,,,
Ophichthus serpentinus,,,,,,,
Ophichthus shaoi,,,,,,,
Ophichthus spinicauda,,,,,,,
Ophichthus triserialis,,,,,,,
Ophichthus unicolor,,,,,,,
Ophichthus urolophus,,,,,,,
Ophichthus zophochir,,,,,,,
Ophiclinops hutchinsi,,,,,,,
Ophiclinops pardalis,,,,,,,
Ophiclinops varius,,,,,,,
Ophiclinus antarcticus,,,,,,,
Ophiclinus brevipinnis,,,,,,,
Ophiclinus gabrieli,,,,,,,
Ophiclinus gracilis,,,,,,,
Ophiclinus ningulus,,,,,,,
Ophiclinus pectoralis,,,,,,,
Ophidion antipholus,,,,,,,
Ophidion barbatum,,,,,,,['Uranoscopus scaber']
Ophidion dromio,,,,,,,
Ophidion exul,,,,,,,
Ophidion fulvum,,,,,,,
Ophidion galeoides,,,,,,,
Ophidion genyopus,,,,,,,
Ophidion grayi,,,,,,,
Ophidion guianense,,,,,,,
Ophidion holbrookii,,,,,,,
Ophidion imitator,,,,,,,
Ophidion iris,,,,,,,
Ophidion josephi,,,,,,,
Ophidion lagochila,,,,,,,
Ophidion marginatum,,,,,,,
Ophidion muraenolepis,,,,,,,
Ophidion nocomis,,,,,,,
Ophidion puck,,,,,,,
Ophidion robinsi,,,,,,,
Ophidion scrippsae,,,,,,,
Ophidion selenops,,,,,,,
Ophioblennius atlanticus,,,,,,,"['Aulostomus maculatus', 'Caranx ruber', 'Mycteroperca tigris', 'Serranus atricauda', 'Epinephelus marginatus']"
Ophioblennius macclurei,,,,,,,
Ophioblennius steindachneri,,,,,,,
Ophiocara porocephala,113.58,,34.0,,,249.2,
Ophiodon elongatus,,,,,87.08125000000004,,"['Sebastes caurinus', 'Phoca vitulina']"
Ophioscion adustus,,,,,,,
Ophioscion imiceps,,,,,,,
Ophioscion panamensis,,,,,,,
Ophioscion punctatissimus,,,,,,,
Ophioscion scierus,,,,,,,
Ophioscion simulus,,,,,,,
Ophioscion strabo,,,,,,,
Ophioscion typicus,,,,,,,
Ophioscion vermicularis,,,,,,,
Ophisternon aenigmaticum,,,,,,,
Ophisternon afrum,,,,,,,
Ophisternon bengalense,,,,,,,
Ophisternon candidum,,,,,,,
Ophisternon gutturale,,,,,,,
Ophisternon infernale,,,,,,,
Ophisurus serpens,,,,,,,['Epinephelus marginatus']
Ophthalmolepis lineolata,,,,,,,
Opisthocentrus ocellatus,,,,,,,
Opisthonema berlangai,,,,,,,
Opisthonema bulleri,,,,,,,
Opisthonema libertate,,,,,,,['Tetrapturus audax']
Opisthonema medirastre,,,,,,,
Opisthonema oglinum,,,,,,,"['Scomberomorus brasiliensis', 'Arius felis', 'Arius melanopus', 'Lutjanus jocu', 'Scomberomorus cavalla', 'Scomberomorus regalis', 'Carcharhinus porosus']"
Opisthoproctus soleatus,26.0,,,,,7.9,
Opisthopterus dovii,,,,,,,
Opisthopterus effulgens,,,,,,,
Opisthopterus equatorialis,,,,,,,
Opisthopterus macrops,,,,,,,
Opisthopterus tardoore,,,,,,,
Opisthopterus valenciennesi,,,,,,,
Opistognathus adelus,,,,,,,
Opistognathus afer,,,,,,,
Opistognathus albicaudatus,,,,,,,
Opistognathus alleni,,,,,,,
Opistognathus aurifrons,,,,,,,
Opistognathus brasiliensis,,,,,,,
Opistognathus castelnaui,,,,,,,
Opistognathus crassus,,,,,,,
Opistognathus cuvierii,,,,,,,
Opistognathus cyanospilotus,,,,,,,
Opistognathus darwiniensis,,,,,,,
Opistognathus dendriticus,,,,,,,
Opistognathus dipharus,,,,,,,
Opistognathus elizabethensis,,,,,,,
Opistognathus eximius,,,,,,,
Opistognathus galapagensis,,,,,,,
Opistognathus gilberti,,,,,,,
Opistognathus inornatus,,,,,,,
Opistognathus jacksoniensis,,,,,,,
Opistognathus latitabundus,,,,,,,
Opistognathus leprocarus,,,,,,,
Opistognathus lonchurus,,,,,,,"['Anous stolidus', 'Sterna fuscata']"
Opistognathus longinaris,,,,,,,
Opistognathus macrognathus,72.0,,,,,21.3,
Opistognathus macrolepis,,,,,,,
Opistognathus margaretae,,,,,,,
Opistognathus maxillosus,71.7,,,,,20.5,
Opistognathus megalepis,,,,,,,
Opistognathus melachasme,,,,,,,
Opistognathus mexicanus,,,,,,,
Opistognathus muscatensis,,,,,,,
Opistognathus nigromarginatus,,,,,,,
Opistognathus nothus,,,,,,,
Opistognathus panamaensis,,,,,,,
Opistognathus papuensis,,,,,,,
Opistognathus pardus,,,,,,,
Opistognathus punctatus,,,,,,,
Opistognathus randalli,,,,,,,
Opistognathus reticeps,,,,,,,
Opistognathus reticulatus,,,,,,,
Opistognathus rhomaleus,,,,,,,
Opistognathus robinsi,,,,,,,
Opistognathus rosenbergii,,,,,,,
Opistognathus rosenblatti,,,,,,,
Opistognathus rufilineatus,,,,,,,
Opistognathus schrieri,,,,,,,
Opistognathus scops,,,,,,,
Opistognathus seminudus,,,,,,,
Opistognathus simus,,,,,,,
Opistognathus solorensis,,,,,,,
Opistognathus stigmosus,,,,,,,
Opistognathus variabilis,,,,,,,
Opistognathus verecundus,,,,,,,
Opistognathus whitehursti,,,,,,,
Oplegnathus conwayi,,,,,,,
Oplegnathus fasciatus,,,,,,,
Oplegnathus insignis,,,,,,,
Oplegnathus peaolopesi,,,,,,,
Oplegnathus punctatus,,,,,,,
Oplegnathus robinsoni,,,,,,,['Carcharhinus limbatus']
Oplegnathus woodwardi,,,,,,,
Oplopomops diacanthus,,,,,,,
Oplopomus caninoides,,,,,,,
Oplopomus oplopomus,14.94,,5.75,,,2.8819999999999997,
Opostomias micripnus,,,,,,,
Opostomias mitsuii,,,,,,,
Opsanus beta,,,,,,,['Sphyraena barracuda']
Opsanus dichrostomus,,,,,,,
Opsanus pardus,,,,,,,
Opsanus phobetron,,,,,,,['Negaprion brevirostris']
Opsanus tau,,,,,400.0,,['Carcharhinus leucas']
Opsaridium microcephalum,,,,,,,
Opsaridium microlepis,,,,,,,
Opsaridium peringueyi,,,,,,,
Opsaridium tweddleorum,,,,,,,
Opsaridium zambezense,,,,,,,
Opsariichthys evolans,,,,,,,
Opsariichthys uncirostris,,,,,,,
Opsarius barna,,,,,,,
Opsarius tileo,,,,,,,
Opsopoeodus emiliae,,,,,,,
Optivus agastos,,,,,,,
Optivus agrammus,,,,,,,
Optivus elongatus,,,,,,,
Opua nephodes,,,,,,,['Sphyrna lewini']
Orbiraja jensenae,,,,,,,
Orbiraja powelli,,,,,,,
Orcynopsis unicolor,,,,,,,
Orectolobus floridus,,,,,,,
Orectolobus halei,,,,,,,
Orectolobus hutchinsi,,,,,,,
Orectolobus japonicus,,,,,,,
Orectolobus leptolineatus,,,,,,,
Orectolobus maculatus,3230.0,,,,,12300.0,
Orectolobus ornatus,2110.0,,,,,3410.0,
Orectolobus parvimaculatus,,,,,,,
Orectolobus reticulatus,,,,,,,
Orectolobus wardi,,,,,,,
Oregonichthys crameri,,,,,,,
Oregonichthys kalawatseti,,,,,,,
Oreochromis amphimelas,,,,,,,
Oreochromis andersonii,,,,,,,
Oreochromis aureus,,,,,41.1,,['Cichlasoma managuense']
Oreochromis chungruruensis,,,,,,,
Oreochromis esculentus,,,,,,,['Bagrus docmak']
Oreochromis hunteri,,,,,,,
Oreochromis jipe,,,,,,,
Oreochromis karomo,,,,,,,
Oreochromis karongae,,,,,,,
Oreochromis korogwe,,,,,,,
Oreochromis leucostictus,,,,,,,['Micropterus salmoides']
Oreochromis macrochir,257.0,16.0,20.0,,,110.0,"['Crocodylus niloticus', 'Hydrocynus vittatus', 'Serranochromis thumbergi']"
Oreochromis malagarasi,,,,,,,
Oreochromis mortimeri,,,,,,,['Hydrocynus vittatus']
